[2025-11-28T23:17:26.584Z] Processing collaborative filtering recommendation request 
[2025-11-28T23:17:37.298Z] Processing collaborative filtering recommendation request 
[2025-11-28T23:17:37.302Z] Processing collaborative filtering recommendation request 
[2025-11-28T23:17:37.303Z] 🚀 Pure collaborative filtering started 
[2025-11-28T23:17:37.304Z] 📥 Input movie slugs: [
  "beau-is-afraid"
]
[2025-11-28T23:17:37.304Z] ⚙️ Config: {
  "numRecommendations": 5,
  "likedBothMoviesBoost": 3,
  "favoritedInputMovieBoost": 5,
  "combinedBoost": 8,
  "favoriteWeight": 2,
  "obscurityBias": 1.5,
  "minInteractionsThreshold": 2
}
[2025-11-28T23:17:37.305Z] INFO: 👥 STEP 1: Finding users who interacted with input movies 
[2025-11-28T23:17:37.310Z] 🚀 Pure collaborative filtering started 
[2025-11-28T23:17:37.310Z] 📥 Input movie slugs: [
  "beau-is-afraid"
]
[2025-11-28T23:17:37.310Z] ⚙️ Config: {
  "numRecommendations": 5,
  "likedBothMoviesBoost": 3,
  "favoritedInputMovieBoost": 5,
  "combinedBoost": 8,
  "favoriteWeight": 2,
  "obscurityBias": 1.5,
  "minInteractionsThreshold": 2
}
[2025-11-28T23:17:37.310Z] INFO: 👥 STEP 1: Finding users who interacted with input movies 
[2025-11-28T23:17:37.389Z] INFO: 👍 200 users liked beau-is-afraid 
[2025-11-28T23:17:37.465Z] INFO: ⭐ 200 users favorited beau-is-afraid 
[2025-11-28T23:17:37.466Z] INFO: 👥 Total users who interacted: 400 
[2025-11-28T23:17:37.466Z] INFO: 📊 STEP 2: Calculating user affinity scores 
[2025-11-28T23:17:37.486Z] DEBUG: 👤 ammajononsense: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.486Z] DEBUG: 👤 amparhoe: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.486Z] DEBUG: 👤 amplesso: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.486Z] DEBUG: 👤 amplessso: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.486Z] DEBUG: 👤 anakind_yt: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.486Z] DEBUG: 👤 analogjosh: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.486Z] DEBUG: 👤 analyzer: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.486Z] DEBUG: 👤 anaminhoca16: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.487Z] DEBUG: 👤 anat0mie: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.487Z] DEBUG: 👤 anatomyofapaul: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.487Z] DEBUG: 👤 andershahn: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.488Z] DEBUG: 👤 andersoneli: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.488Z] DEBUG: 👤 andre_knechtel: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.488Z] DEBUG: 👤 andreabjorseth: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.488Z] DEBUG: 👤 andreapeghi: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.488Z] DEBUG: 👤 andrewaka: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.488Z] DEBUG: 👤 andrewhu93: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.488Z] DEBUG: 👤 andrewlborne1: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.488Z] INFO: 🏆 Top affinity users: 
[2025-11-28T23:17:37.488Z] INFO:   01magid: 5.00x (0 likes, 1 favorites) 
[2025-11-28T23:17:37.488Z] INFO:   0atly: 5.00x (0 likes, 1 favorites) 
[2025-11-28T23:17:37.488Z] INFO:   0ct0bergirl: 5.00x (0 likes, 1 favorites) 
[2025-11-28T23:17:37.488Z] INFO:   0f_tuna: 5.00x (0 likes, 1 favorites) 
[2025-11-28T23:17:37.488Z] INFO:   0pavel: 5.00x (0 likes, 1 favorites) 
[2025-11-28T23:17:37.488Z] INFO: 🎬 STEP 3: Fetching other movies from these users 
[2025-11-28T23:17:37.528Z] INFO: 👍 200 users liked beau-is-afraid 
[2025-11-28T23:17:37.666Z] INFO: ⭐ 200 users favorited beau-is-afraid 
[2025-11-28T23:17:37.666Z] INFO: 👥 Total users who interacted: 400 
[2025-11-28T23:17:37.666Z] INFO: 📊 STEP 2: Calculating user affinity scores 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 01magid: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 0atly: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 0ct0bergirl: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 0f_tuna: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 0pavel: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 100naziscalps: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 11coll: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 11estroud: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 123urawesome: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 12horses: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 12thvenus: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 1b1faces: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 1imir: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 1mateoz: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 1spunlobster: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 2003skohei: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 20teethinaglass: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 28njwhite: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.667Z] DEBUG: 👤 2chelly2belly: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.668Z] DEBUG: 👤 2cool4schoolz: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.668Z] DEBUG: 👤 2kibb: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.668Z] DEBUG: 👤 2smallchildren: Favorited 1 inputs -> 5x boost 
[2025-11-28T23:17:37.668Z] DEBUG: 👤 2tall2fall: Favorited 1 inputs -> 5x boost 
